ch	pt	tc	mean	std	median	outliers	mean_w/o_out	std_w/o_out	samples
 0	 0	  0	 139.66	 1.387	140.0	  0	 139.66	 1.387	 100
 0	 0	  1	 150.65	 1.714	150.0	  0	 150.65	 1.714	 100
 0	 0	  2	 207.01	 2.158	207.0	  0	 207.01	 2.158	 100
 0	 0	  3	 319.46	 2.568	320.0	  0	 319.46	 2.568	 100
 0	 0	  4	 427.51	 2.052	427.0	  4	 427.53	 1.824	 100
 0	 0	  5	 526.73	 2.029	527.0	  0	 526.73	 2.029	 100
 0	 0	  6	 607.63	 2.097	608.0	  0	 607.63	 2.097	 100
 0	 0	  7	 673.90	 1.850	674.0	  2	 674.00	 1.729	 100
 0	 0	  8	 727.33	 1.652	727.0	  0	 727.33	 1.652	 100
 0	 0	  9	 771.08	 1.835	771.0	  2	 771.08	 1.709	 100
 0	 0	 10	 804.31	 1.835	804.0	  3	 804.27	 1.649	 100
 0	 0	 11	 828.17	 1.944	828.0	  3	 828.12	 1.769	 100
 0	 0	 12	 843.64	 1.962	844.0	  4	 843.63	 1.571	 100
 0	 0	 13	 851.50	 1.888	852.0	  0	 851.50	 1.888	 100
 0	 0	 14	 852.80	 1.764	853.0	  1	 852.85	 1.705	 100
 0	 0	 15	 848.13	 1.862	848.0	  1	 848.18	 1.798	 100
 0	 0	 16	 839.23	 2.112	839.0	  0	 839.23	 2.112	 100
 0	 0	 17	 824.65	 1.997	825.0	  3	 824.79	 1.848	 100
 0	 0	 18	 807.97	 1.967	808.0	  3	 808.03	 1.759	 100
 0	 0	 19	 788.53	 1.789	788.5	  0	 788.53	 1.789	 100
 0	 0	 20	 768.11	 2.233	768.0	  0	 768.11	 2.233	 100
 0	 0	 21	 744.01	 1.910	744.0	  0	 744.01	 1.910	 100
 0	 0	 22	 719.91	 2.016	720.0	  0	 719.91	 2.016	 100
 0	 0	 23	 694.34	 1.805	694.0	  0	 694.34	 1.805	 100
 0	 0	 24	 667.93	 1.409	668.0	  0	 667.93	 1.409	 100
 0	 0	 25	 642.63	 1.983	642.0	  3	 642.58	 1.767	 100
 0	 0	 26	 615.40	 1.658	616.0	  0	 615.40	 1.658	 100
 0	 0	 27	 589.28	 1.724	589.0	  0	 589.28	 1.724	 100
 0	 0	 28	 563.67	 1.864	564.0	  2	 563.66	 1.741	 100
 0	 0	 29	 537.11	 1.601	537.0	  1	 537.16	 1.523	 100
 0	 0	 30	 513.37	 2.018	513.5	 28	 513.43	 0.917	 100
 0	 0	 31	 487.64	 1.685	488.0	  1	 487.70	 1.594	 100
 0	 0	 32	 464.65	 1.336	465.0	  0	 464.65	 1.336	 100
 0	 0	 33	 442.26	 1.447	442.0	  1	 442.31	 1.353	 100
 0	 0	 34	 421.04	 1.537	421.0	  0	 421.04	 1.537	 100
 0	 0	 35	 401.16	 1.568	401.0	  0	 401.16	 1.568	 100
 0	 0	 36	 382.35	 1.678	382.0	  0	 382.35	 1.678	 100
 0	 0	 37	 364.29	 1.616	364.0	  1	 364.24	 1.552	 100
 0	 0	 38	 347.76	 1.478	348.0	  1	 347.81	 1.405	 100
 0	 0	 39	 332.41	 1.464	333.0	  0	 332.41	 1.464	 100
 0	 0	 40	 318.55	 1.546	318.0	  0	 318.55	 1.546	 100
 0	 0	 41	 305.19	 1.454	305.0	  0	 305.19	 1.454	 100
 0	 0	 42	 293.04	 1.449	293.0	  0	 293.04	 1.449	 100
 0	 0	 43	 281.32	 1.309	281.0	  0	 281.32	 1.309	 100
 0	 0	 44	 270.98	 1.348	271.0	  0	 270.98	 1.348	 100
 0	 0	 45	 261.61	 1.333	262.0	  0	 261.61	 1.333	 100
 0	 0	 46	 251.56	 1.431	251.0	  2	 251.47	 1.294	 100
 0	 0	 47	 243.42	 1.342	244.0	  0	 243.42	 1.342	 100
 0	 0	 48	 234.97	 1.527	235.0	  1	 234.92	 1.448	 100
 0	 0	 49	 228.15	 1.313	228.0	  0	 228.15	 1.313	 100
 0	 0	 50	 220.94	 1.238	221.0	  0	 220.94	 1.238	 100
 0	 0	 51	 215.06	 1.483	215.0	  0	 215.06	 1.483	 100
 0	 0	 52	 209.52	 1.243	210.0	  1	 209.57	 1.162	 100
 0	 0	 53	 204.36	 1.396	204.0	  0	 204.36	 1.396	 100
 0	 0	 54	 199.90	 1.322	200.0	  0	 199.90	 1.322	 100
 0	 0	 55	 195.68	 1.294	196.0	  0	 195.68	 1.294	 100
 0	 0	 56	 191.18	 1.388	191.0	  0	 191.18	 1.388	 100
 0	 0	 57	 187.68	 1.286	188.0	  0	 187.68	 1.286	 100
 0	 0	 58	 184.50	 1.259	185.0	  0	 184.50	 1.259	 100
 0	 0	 59	 181.37	 1.195	181.0	  0	 181.37	 1.195	 100
 0	 0	 60	 178.53	 1.259	178.0	  0	 178.53	 1.259	 100
 0	 0	 61	 175.88	 1.591	176.0	  0	 175.88	 1.591	 100
 0	 0	 62	 173.21	 1.104	173.0	  0	 173.21	 1.104	 100
 0	 0	 63	 170.90	 1.000	171.0	  0	 170.90	 1.000	 100
 0	 0	 64	 169.04	 1.136	169.0	  0	 169.04	 1.136	 100
 0	 0	 65	 167.05	 1.351	167.0	  0	 167.05	 1.351	 100
 0	 0	 66	 165.39	 0.994	165.0	  0	 165.39	 0.994	 100
 0	 0	 67	 163.60	 1.172	164.0	  0	 163.60	 1.172	 100
 0	 0	 68	 162.31	 1.187	162.0	  0	 162.31	 1.187	 100
 0	 0	 69	 160.86	 0.910	161.0	  0	 160.86	 0.910	 100
 0	 0	 70	 159.92	 1.220	160.0	 45	 160.00	 0.000	 100
 0	 0	 71	 158.34	 1.358	158.0	  0	 158.34	 1.358	 100
 0	 0	 72	 157.77	 1.332	157.0	  1	 157.73	 1.268	 100
 0	 0	 73	 156.26	 1.060	156.0	  0	 156.26	 1.060	 100
 0	 0	 74	 155.62	 1.052	155.0	  0	 155.62	 1.052	 100
 0	 0	 75	 154.95	 1.077	155.0	  0	 154.95	 1.077	 100
 0	 0	 76	 154.00	 1.054	154.0	  0	 154.00	 1.054	 100
 0	 0	 77	 153.51	 1.049	154.0	  0	 153.51	 1.049	 100
 0	 0	 78	 152.91	 1.120	153.0	  0	 152.91	 1.120	 100
 0	 0	 79	 152.36	 1.210	153.0	  0	 152.36	 1.210	 100
 0	 0	 80	 151.74	 1.143	152.0	  0	 151.74	 1.143	 100
 0	 0	 81	 150.98	 1.255	151.0	  1	 150.93	 1.154	 100
 0	 0	 82	 150.90	 1.096	151.0	  0	 150.90	 1.096	 100
 0	 0	 83	 150.50	 1.150	150.5	  7	 150.46	 0.939	 100
 0	 0	 84	 149.94	 1.043	150.0	  0	 149.94	 1.043	 100
 0	 0	 85	 149.80	 0.964	150.0	  0	 149.80	 0.964	 100
 0	 0	 86	 149.61	 1.063	150.0	  0	 149.61	 1.063	 100
 0	 0	 87	 149.11	 0.898	149.0	  0	 149.11	 0.898	 100
 0	 0	 88	 149.23	 0.920	149.0	  0	 149.23	 0.920	 100
 0	 0	 89	 148.82	 0.925	149.0	  0	 148.82	 0.925	 100
 0	 0	 90	 148.84	 0.929	149.0	 49	 149.00	 0.000	 100
 0	 0	 91	 148.34	 1.027	148.0	  0	 148.34	 1.027	 100
 0	 0	 92	 148.38	 0.972	148.5	  5	 148.45	 0.822	 100
 0	 0	 93	 148.53	 0.893	149.0	  0	 148.53	 0.893	 100
 0	 0	 94	 148.06	 1.162	148.0	  0	 148.06	 1.162	 100
 0	 0	 95	 147.66	 1.112	148.0	  0	 147.66	 1.112	 100
 0	 0	 96	 147.80	 1.025	148.0	  0	 147.80	 1.025	 100
 0	 0	 97	 147.72	 1.006	148.0	  0	 147.72	 1.006	 100
 0	 0	 98	 147.64	 1.087	148.0	  0	 147.64	 1.087	 100
 0	 0	 99	 147.62	 1.013	148.0	  0	 147.62	 1.013	 100
 0	 0	100	 147.45	 1.184	148.0	  0	 147.45	 1.184	 100
 0	 0	101	 147.46	 1.105	148.0	  0	 147.46	 1.105	 100
 0	 0	102	 147.20	 1.025	147.0	  0	 147.20	 1.025	 100
 0	 0	103	 147.20	 1.073	147.0	  0	 147.20	 1.073	 100
 0	 0	104	 147.17	 1.025	147.0	  0	 147.17	 1.025	 100
 0	 0	105	 147.04	 1.145	147.0	  0	 147.04	 1.145	 100
 0	 0	106	 147.37	 1.051	148.0	  0	 147.37	 1.051	 100
 0	 0	107	 146.90	 1.133	147.0	  0	 146.90	 1.133	 100
 0	 0	108	 147.00	 1.092	147.0	  0	 147.00	 1.092	 100
 0	 0	109	 147.08	 0.992	147.0	  0	 147.08	 0.992	 100
 0	 0	110	 146.78	 1.252	147.0	  0	 146.78	 1.252	 100
 0	 0	111	 146.72	 1.207	146.0	  0	 146.72	 1.207	 100
 0	 0	112	 146.92	 1.116	147.0	  0	 146.92	 1.116	 100
 0	 0	113	 146.85	 1.077	147.0	  0	 146.85	 1.077	 100
 0	 0	114	 146.86	 1.064	147.0	  0	 146.86	 1.064	 100
 0	 0	115	 146.89	 1.262	147.0	  0	 146.89	 1.262	 100
 0	 0	116	 146.81	 1.080	147.0	  0	 146.81	 1.080	 100
 0	 0	117	 146.75	 1.067	146.0	  0	 146.75	 1.067	 100
 0	 0	118	 146.55	 1.149	146.0	  0	 146.55	 1.149	 100
 0	 0	119	 147.05	 1.038	147.0	  0	 147.05	 1.038	 100
 0	 1	  0	 140.42	 1.191	141.0	  0	 140.42	 1.191	 100
 0	 1	  1	 143.05	 1.533	143.0	  0	 143.05	 1.533	 100
 0	 1	  2	 163.93	 1.423	164.0	  0	 163.93	 1.423	 100
 0	 1	  3	 203.99	 1.920	204.0	  1	 203.93	 1.831	 100
 0	 1	  4	 263.84	 1.927	264.0	  1	 263.79	 1.864	 100
 0	 1	  5	 327.10	 1.941	327.0	  4	 327.21	 1.685	 100
 0	 1	  6	 391.39	 1.729	392.0	  0	 391.39	 1.729	 100
 0	 1	  7	 452.44	 1.855	452.0	  2	 452.35	 1.753	 100
 0	 1	  8	 507.58	 1.671	507.0	  2	 507.48	 1.528	 100
 0	 1	  9	 558.24	 1.965	558.0	  0	 558.24	 1.965	 100
 0	 1	 10	 603.85	 1.822	604.0	  0	 603.85	 1.822	 100
 0	 1	 11	 643.47	 1.795	643.0	  3	 643.42	 1.573	 100
 0	 1	 12	 677.67	 1.848	677.0	  2	 677.57	 1.729	 100
 0	 1	 13	 708.21	 1.423	708.0	  0	 708.21	 1.423	 100
 0	 1	 14	 733.67	 1.706	733.0	  1	 733.63	 1.657	 100
 0	 1	 15	 755.72	 1.558	756.0	  1	 755.77	 1.490	 100
 0	 1	 16	 774.36	 1.514	774.0	  0	 774.36	 1.514	 100
 0	 1	 17	 788.38	 1.503	788.0	  0	 788.38	 1.503	 100
 0	 1	 18	 799.72	 1.843	800.0	  0	 799.72	 1.843	 100
 0	 1	 19	 807.81	 1.581	808.0	  0	 807.81	 1.581	 100
 0	 1	 20	 813.11	 1.699	813.0	  0	 813.11	 1.699	 100
 0	 1	 21	 816.88	 1.794	817.0	  0	 816.88	 1.794	 100
 0	 1	 22	 817.35	 1.811	818.0	  3	 817.48	 1.665	 100
 0	 1	 23	 816.36	 1.755	817.0	  2	 816.45	 1.657	 100
 0	 1	 24	 813.20	 1.676	813.0	  1	 813.25	 1.599	 100
 0	 1	 25	 808.81	 1.807	809.0	  1	 808.75	 1.704	 100
 0	 1	 26	 802.22	 1.905	802.0	  1	 802.27	 1.840	 100
 0	 1	 27	 794.13	 1.502	794.0	  1	 794.18	 1.417	 100
 0	 1	 28	 785.34	 1.532	785.0	  1	 785.29	 1.466	 100
 0	 1	 29	 776.38	 1.569	776.5	  0	 776.38	 1.569	 100
 0	 1	 30	 764.67	 1.770	765.0	  1	 764.62	 1.695	 100
 0	 1	 31	 753.94	 1.780	754.0	  0	 753.94	 1.780	 100
 0	 1	 32	 741.26	 1.574	741.0	  0	 741.26	 1.574	 100
 0	 1	 33	 728.56	 1.659	729.0	  1	 728.61	 1.602	 100
 0	 1	 34	 715.35	 1.690	715.0	  1	 715.30	 1.632	 100
 0	 1	 35	 701.41	 1.531	701.0	  0	 701.41	 1.531	 100
 0	 1	 36	 686.87	 1.637	687.0	  0	 686.87	 1.637	 100
 0	 1	 37	 672.64	 1.580	673.0	  0	 672.64	 1.580	 100
 0	 1	 38	 658.07	 1.546	658.0	  0	 658.07	 1.546	 100
 0	 1	 39	 643.57	 1.423	644.0	  1	 643.62	 1.353	 100
 0	 1	 40	 628.98	 1.550	629.0	  0	 628.98	 1.550	 100
 0	 1	 41	 614.00	 1.859	614.0	  0	 614.00	 1.859	 100
 0	 1	 42	 599.61	 1.569	600.0	  0	 599.61	 1.569	 100
 0	 1	 43	 585.18	 1.381	585.0	  0	 585.18	 1.381	 100
 0	 1	 44	 570.35	 1.431	570.0	  1	 570.30	 1.359	 100
 0	 1	 45	 556.33	 1.407	557.0	  0	 556.33	 1.407	 100
 0	 1	 46	 542.23	 1.601	542.0	  0	 542.23	 1.601	 100
 0	 1	 47	 528.66	 1.458	529.0	  0	 528.66	 1.458	 100
 0	 1	 48	 515.59	 1.615	516.0	  0	 515.59	 1.615	 100
 0	 1	 49	 501.36	 1.446	501.0	  0	 501.36	 1.446	 100
 0	 1	 50	 487.78	 1.618	488.0	  0	 487.78	 1.618	 100
 0	 1	 51	 475.71	 1.351	476.0	  0	 475.71	 1.351	 100
 0	 1	 52	 463.01	 1.514	463.0	  0	 463.01	 1.514	 100
 0	 1	 53	 451.17	 1.288	451.0	  0	 451.17	 1.288	 100
 0	 1	 54	 438.38	 1.575	438.0	  0	 438.38	 1.575	 100
 0	 1	 55	 427.14	 1.583	427.0	  1	 427.09	 1.512	 100
 0	 1	 56	 416.46	 1.381	416.0	  0	 416.46	 1.381	 100
 0	 1	 57	 405.56	 1.149	405.0	  0	 405.56	 1.149	 100
 0	 1	 58	 394.99	 1.291	395.0	  0	 394.99	 1.291	 100
 0	 1	 59	 385.58	 1.350	386.0	  1	 385.63	 1.274	 100
 0	 1	 60	 375.09	 1.408	375.0	  1	 375.04	 1.324	 100
 0	 1	 61	 365.65	 1.218	366.0	  0	 365.65	 1.218	 100
 0	 1	 62	 356.68	 1.399	357.0	  0	 356.68	 1.399	 100
 0	 1	 63	 347.92	 1.482	348.0	  0	 347.92	 1.482	 100
 0	 1	 64	 339.87	 1.186	340.0	  0	 339.87	 1.186	 100
 0	 1	 65	 331.68	 1.348	331.5	 12	 331.57	 1.037	 100
 0	 1	 66	 324.18	 1.218	324.0	  0	 324.18	 1.218	 100
 0	 1	 67	 316.68	 1.355	317.0	  0	 316.68	 1.355	 100
 0	 1	 68	 309.02	 1.197	309.0	  0	 309.02	 1.197	 100
 0	 1	 69	 301.66	 1.157	302.0	  0	 301.66	 1.157	 100
 0	 1	 70	 295.50	 1.494	296.0	  0	 295.50	 1.494	 100
 0	 1	 71	 289.20	 1.092	289.0	  0	 289.20	 1.092	 100
 0	 1	 72	 283.11	 1.254	283.0	  0	 283.11	 1.254	 100
 0	 1	 73	 277.32	 1.072	277.0	  0	 277.32	 1.072	 100
 0	 1	 74	 271.61	 1.377	272.0	  0	 271.61	 1.377	 100
 0	 1	 75	 266.44	 1.217	266.0	  0	 266.44	 1.217	 100
 0	 1	 76	 261.60	 1.005	262.0	  0	 261.60	 1.005	 100
 0	 1	 77	 256.91	 1.326	257.0	  0	 256.91	 1.326	 100
 0	 1	 78	 250.98	 1.214	251.0	  0	 250.98	 1.214	 100
 0	 1	 79	 246.29	 1.094	246.0	  0	 246.29	 1.094	 100
 0	 1	 80	 242.13	 1.134	242.0	  0	 242.13	 1.134	 100
 0	 1	 81	 237.83	 1.400	238.0	  0	 237.83	 1.400	 100
 0	 1	 82	 233.46	 1.029	234.0	  0	 233.46	 1.029	 100
 0	 1	 83	 229.61	 1.072	229.0	  0	 229.61	 1.072	 100
 0	 1	 84	 226.13	 1.253	226.0	  0	 226.13	 1.253	 100
 0	 1	 85	 222.21	 1.233	222.0	  0	 222.21	 1.233	 100
 0	 1	 86	 218.92	 1.051	219.0	  0	 218.92	 1.051	 100
 0	 1	 87	 215.54	 1.184	216.0	  0	 215.54	 1.184	 100
 0	 1	 88	 212.82	 1.058	213.0	  0	 212.82	 1.058	 100
 0	 1	 89	 209.63	 1.152	210.0	  0	 209.63	 1.152	 100
 0	 1	 90	 206.67	 1.240	206.0	  0	 206.67	 1.240	 100
 0	 1	 91	 204.10	 1.142	204.0	  0	 204.10	 1.142	 100
 0	 1	 92	 201.65	 0.914	202.0	 48	 202.00	 0.000	 100
 0	 1	 93	 199.18	 1.192	199.0	  0	 199.18	 1.192	 100
 0	 1	 94	 196.85	 0.957	197.0	 49	 197.00	 0.000	 100
 0	 1	 95	 194.58	 0.945	194.0	 49	 194.00	 0.000	 100
 0	 1	 96	 191.92	 1.203	192.0	  0	 191.92	 1.203	 100
 0	 1	 97	 189.94	 0.930	190.0	  0	 189.94	 0.930	 100
 0	 1	 98	 187.50	 1.259	187.0	  0	 187.50	 1.259	 100
 0	 1	 99	 186.02	 0.995	186.0	  3	 185.99	 0.860	 100
 0	 1	100	 184.00	 1.128	184.0	  0	 184.00	 1.128	 100
 0	 1	101	 182.44	 1.008	182.0	  0	 182.44	 1.008	 100
 0	 1	102	 180.68	 0.839	181.0	  0	 180.68	 0.839	 100
 0	 1	103	 178.92	 1.041	179.0	  0	 178.92	 1.041	 100
 0	 1	104	 177.31	 1.143	177.0	  0	 177.31	 1.143	 100
 0	 1	105	 175.64	 1.259	176.0	  0	 175.64	 1.259	 100
 0	 1	106	 174.16	 1.269	174.0	  0	 174.16	 1.269	 100
 0	 1	107	 172.68	 1.062	173.0	  0	 172.68	 1.062	 100
 0	 1	108	 171.30	 1.049	171.0	  0	 171.30	 1.049	 100
 0	 1	109	 170.31	 0.961	170.0	 48	 170.00	 0.000	 100
 0	 1	110	 169.28	 0.944	169.0	  0	 169.28	 0.944	 100
 0	 1	111	 168.13	 1.022	168.0	  0	 168.13	 1.022	 100
 0	 1	112	 166.86	 1.128	167.0	  0	 166.86	 1.128	 100
 0	 1	113	 165.73	 0.973	166.0	  0	 165.73	 0.973	 100
 0	 1	114	 164.97	 1.096	165.0	  6	 164.90	 0.830	 100
 0	 1	115	 163.95	 0.914	164.0	  0	 163.95	 0.914	 100
 0	 1	116	 162.83	 1.092	163.0	  0	 162.83	 1.092	 100
 0	 1	117	 162.13	 0.872	162.0	 32	 162.00	 0.000	 100
 0	 1	118	 161.25	 0.857	161.0	  0	 161.25	 0.857	 100
 0	 1	119	 160.60	 0.888	160.0	  0	 160.60	 0.888	 100
 0	 2	  0	 141.00	 1.035	141.0	  0	 141.00	 1.035	 100
 0	 2	  1	 140.63	 1.125	141.0	  0	 140.63	 1.125	 100
 0	 2	  2	 151.54	 1.396	152.0	  0	 151.54	 1.396	 100
 0	 2	  3	 170.84	 1.419	170.5	 17	 170.37	 0.865	 100
 0	 2	  4	 202.58	 1.565	202.0	  0	 202.58	 1.565	 100
 0	 2	  5	 239.41	 1.934	239.0	  2	 239.32	 1.837	 100
 0	 2	  6	 281.87	 1.704	282.0	  1	 281.92	 1.639	 100
 0	 2	  7	 327.42	 1.838	328.0	  1	 327.46	 1.792	 100
 0	 2	  8	 372.30	 1.697	372.0	  1	 372.25	 1.637	 100
 0	 2	  9	 415.71	 1.653	416.0	  1	 415.76	 1.591	 100
