ch	pt	tc	mean	std	median	outliers	mean_w/o_out	std_w/o_out	samples
 0	 0	  0	 160.80	 1.385	161.0	  0	 160.80	 1.385	 100
 0	 0	  1	 180.39	 1.569	181.0	  1	 180.43	 1.513	 100
 0	 0	  2	 233.45	 1.893	234.0	  3	 233.60	 1.718	 100
 0	 0	  3	 321.09	 1.875	321.0	  1	 321.03	 1.787	 100
 0	 0	  4	 395.72	 1.747	396.0	  0	 395.72	 1.747	 100
 0	 0	  5	 466.92	 1.900	467.0	  2	 466.92	 1.780	 100
 0	 0	  6	 526.58	 2.021	526.0	  0	 526.58	 2.021	 100
 0	 0	  7	 575.46	 1.992	576.0	  0	 575.46	 1.992	 100
 0	 0	  8	 616.15	 1.940	616.5	  0	 616.15	 1.940	 100
 0	 0	  9	 649.61	 1.780	650.0	  2	 649.73	 1.550	 100
 0	 0	 10	 675.18	 1.919	675.0	  4	 675.28	 1.620	 100
 0	 0	 11	 693.61	 1.663	693.0	  1	 693.57	 1.611	 100
 0	 0	 12	 706.43	 1.892	706.0	  2	 706.33	 1.763	 100
 0	 0	 13	 712.62	 1.825	713.0	  0	 712.62	 1.825	 100
 0	 0	 14	 714.07	 1.603	714.0	  1	 714.13	 1.489	 100
 0	 0	 15	 710.74	 2.053	711.0	  0	 710.74	 2.053	 100
 0	 0	 16	 703.49	 2.120	703.0	  0	 703.49	 2.120	 100
 0	 0	 17	 691.99	 1.920	692.0	  1	 691.94	 1.862	 100
 0	 0	 18	 679.13	 1.555	679.0	  0	 679.13	 1.555	 100
 0	 0	 19	 664.69	 1.680	665.0	  0	 664.69	 1.680	 100
 0	 0	 20	 648.47	 1.660	649.0	  2	 648.56	 1.547	 100
 0	 0	 21	 629.46	 1.755	629.0	  1	 629.41	 1.702	 100
 0	 0	 22	 610.42	 1.689	610.0	  3	 610.38	 1.482	 100
 0	 0	 23	 591.04	 1.608	591.0	  0	 591.04	 1.608	 100
 0	 0	 24	 570.70	 1.679	571.0	  1	 570.75	 1.618	 100
 0	 0	 25	 549.63	 1.790	549.0	  5	 549.51	 1.487	 100
 0	 0	 26	 529.20	 1.627	529.0	  0	 529.20	 1.627	 100
 0	 0	 27	 507.41	 1.724	507.0	  4	 507.20	 1.396	 100
 0	 0	 28	 486.90	 1.720	487.0	  2	 487.00	 1.586	 100
 0	 0	 29	 466.80	 1.518	467.0	  0	 466.80	 1.518	 100
 0	 0	 30	 447.51	 1.767	447.0	  2	 447.52	 1.632	 100
 0	 0	 31	 428.45	 1.486	429.0	  0	 428.45	 1.486	 100
